age,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
46,5,1,1,1,1,1,1,5,4,1,0
42,3,3,6,1,1,1,1,5,4,1,0
25,8,2,1,1,1,1,1,5,4,1,0
45,5,2,4,1,1,1,1,5,4,1,0
40,3,2,2,1,1,1,1,5,4,1,0
39,3,1,6,0,1,1,1,5,4,1,0
49,5,1,1,1,1,1,1,5,4,1,0
51,10,2,6,1,2,1,1,5,4,1,0
43,5,2,1,0,1,1,1,5,4,1,0
35,11,1,2,1,1,1,1,5,4,1,0
46,5,1,4,0,1,1,1,5,4,1,0
32,2,1,2,1,1,1,1,5,4,1,0
30,5,1,4,0,1,2,1,5,4,1,0
29,5,2,2,1,2,1,1,5,4,1,0
41,3,3,2,1,1,1,1,5,4,1,0
37,3,1,2,1,1,1,1,5,4,1,0
24,5,1,1,0,2,1,1,5,4,1,0
38,5,1,3,0,1,2,1,5,4,1,0
27,2,1,2,0,2,1,1,5,4,1,0
35,5,1,4,1,2,1,1,5,4,1,0
28,12,2,4,0,2,2,1,5,4,1,0
31,5,3,3,1,1,1,1,5,4,1,0
27,5,1,4,1,1,1,1,5,4,1,0
37,6,1,6,1,1,1,1,5,4,1,0
33,3,3,2,0,1,1,1,5,4,1,0
43,5,1,4,1,1,1,1,5,4,1,0
44,5,1,1,0,2,2,1,5,4,1,0
43,0,1,2,0,1,1,1,5,4,1,0
29,3,2,4,0,1,1,1,5,4,1,0
37,5,2,5,1,1,1,1,5,4,1,0
60,0,1,6,1,1,1,1,5,4,1,0
37,5,2,3,0,1,1,1,5,4,1,0
51,6,1,6,1,2,1,1,5,4,1,0
34,2,1,2,1,1,1,1,5,4,1,0
30,6,3,5,1,2,1,1,5,4,1,0
36,2,1,2,1,1,1,1,5,4,1,0
36,5,2,4,0,1,1,1,5,4,1,0
34,2,1,2,1,2,2,1,5,4,1,0
37,6,1,5,1,1,1,1,5,4,1,0
38,8,2,6,1,1,1,1,5,4,1,0
55,2,1,2,1,2,1,1,5,4,1,0
49,0,1,2,0,2,1,1,5,4,1,0
47,3,1,2,1,1,1,1,5,4,1,1
31,3,2,6,1,2,1,1,5,4,1,0
56,7,1,1,1,2,2,1,5,4,1,0
35,11,3,6,1,1,1,1,5,4,1,0
34,5,1,4,0,1,1,1,5,4,1,0
29,10,1,6,0,2,1,1,5,4,1,0
57,5,1,1,0,1,1,1,5,4,1,0
48,6,1,3,1,1,2,1,5,4,1,0
53,10,1,6,1,1,2,1,5,4,1,0
37,3,1,2,1,1,1,1,5,4,1,0
30,5,1,1,1,2,1,1,5,4,1,0
47,5,2,1,1,1,1,1,5,4,1,0
26,6,1,3,1,1,2,1,5,4,1,0
33,10,1,2,1,2,1,1,5,4,1,0
43,5,1,2,0,2,1,1,5,4,1,0
29,5,2,0,1,1,1,1,5,4,1,0
22,2,2,4,1,1,1,1,5,4,1,0
51,7,1,6,1,2,2,1,5,4,1,0
45,6,1,4,0,1,1,1,5,4,1,0
29,3,2,6,1,1,1,1,5,4,1,0
31,2,1,2,1,2,1,1,5,4,1,0
47,6,1,5,0,2,1,1,5,4,1,0
48,9,1,1,1,2,1,1,5,4,1,0
38,6,1,5,1,2,1,1,5,4,1,0
50,5,2,4,0,2,1,1,5,4,1,0
31,3,1,2,1,2,1,1,5,4,1,0
27,3,3,2,1,1,1,1,5,4,1,0
39,5,1,1,0,1,1,1,5,4,1,0
35,3,1,4,1,1,1,1,5,4,1,0
28,8,1,2,0,1,1,1,5,4,1,0
34,11,2,5,1,1,1,1,5,4,1,0
30,10,1,4,1,1,1,1,5,4,1,0
38,5,2,4,1,2,1,1,5,4,1,0
29,10,1,3,0,2,1,1,5,4,1,0
35,5,3,4,0,1,1,1,5,4,1,0
32,5,3,1,1,1,1,1,5,4,1,0
33,8,1,6,1,2,1,1,5,4,1,0
50,2,2,2,0,1,1,1,5,4,1,0
57,8,3,6,1,1,1,1,5,4,1,0
31,5,1,4,1,1,1,1,5,4,1,1
37,6,2,6,1,2,2,1,5,4,1,0
37,6,2,6,1,1,1,1,5,4,1,0
42,6,3,4,1,1,1,1,5,4,1,0
39,5,1,1,0,2,1,1,5,4,1,0
52,8,3,6,1,1,1,1,5,4,1,0
33,3,2,6,1,1,1,1,5,4,1,0
60,3,1,6,0,1,1,1,5,4,1,0
27,2,1,5,1,1,1,1,5,4,1,0
35,5,1,4,1,2,1,1,5,4,1,0
29,3,2,6,1,1,2,1,5,4,1,0
31,5,2,2,1,2,1,1,5,4,1,0
53,5,1,4,0,1,1,1,5,4,1,0
26,6,1,5,1,1,1,1,5,4,1,0
38,3,1,2,1,0,0,1,5,4,1,0
49,5,1,3,1,1,1,1,5,4,1,0
35,6,1,5,1,1,1,1,5,4,1,0
55,7,3,2,0,2,1,1,5,4,1,0
44,0,2,4,0,2,1,1,5,4,1,0
37,5,1,5,1,1,1,1,5,4,1,0
39,9,2,4,0,2,1,1,5,4,1,0
39,8,2,6,1,2,1,1,5,4,1,1
34,3,1,2,1,2,1,1,5,4,1,0
29,2,1,2,1,2,1,1,5,4,1,0
52,5,1,4,1,2,1,1,5,4,1,0
44,5,1,1,0,1,1,1,5,4,1,0
55,8,1,6,0,1,1,1,5,4,1,0
53,3,2,3,1,2,1,1,5,4,1,0
32,8,2,6,1,1,1,1,5,4,1,0
43,5,1,1,0,2,1,1,5,4,1,0
46,1,1,1,1,2,1,1,5,4,1,0
52,8,3,6,1,1,2,1,5,4,1,0
48,5,1,4,1,2,1,1,5,4,1,0
37,6,1,5,0,1,1,1,5,4,1,0
32,5,1,5,1,1,2,1,5,4,1,0
46,3,3,6,1,2,1,1,5,4,1,0
28,2,1,2,1,2,1,1,5,4,1,0
31,3,1,6,1,2,1,1,5,4,1,0
32,5,1,4,0,1,1,1,5,4,1,0
44,3,1,0,1,1,1,1,5,4,1,0
39,2,1,2,0,1,1,1,5,4,1,0
29,2,2,5,1,1,2,1,5,4,1,0
30,2,1,2,0,2,2,1,5,4,1,0
30,8,1,4,1,2,1,1,5,4,1,0
39,6,1,5,1,1,1,1,5,4,1,0
55,3,1,2,1,1,1,1,5,4,1,0
28,5,2,4,1,1,1,1,5,4,1,0
52,1,1,1,1,1,1,1,5,4,1,0
38,5,1,5,1,2,1,1,5,4,1,0
34,2,1,2,0,1,1,1,5,4,1,0
22,3,1,2,1,1,1,1,5,4,1,0
31,11,3,2,1,2,1,1,5,4,1,0
31,5,1,4,1,1,1,1,5,4,1,0
33,10,1,6,1,1,1,1,5,4,1,0
31,6,1,5,1,1,1,1,5,4,1,0
34,5,2,2,1,1,2,1,5,4,1,0
30,6,1,5,1,2,1,1,5,4,1,0
29,3,1,2,1,2,1,1,5,4,1,0
50,2,1,3,1,1,1,1,5,4,1,0
39,5,1,3,1,2,1,1,5,4,1,0
36,2,1,2,1,1,2,1,5,4,1,0
35,5,1,1,1,2,1,1,5,4,1,0
31,8,2,6,0,2,1,1,5,4,1,0
28,10,2,6,1,1,1,1,5,4,1,0
38,5,2,2,1,1,1,1,5,4,1,0
47,5,1,2,0,1,1,1,5,4,1,0
30,2,2,2,1,2,1,1,5,4,1,0
52,8,1,5,1,2,2,1,5,4,1,0
58,3,1,4,0,1,1,1,5,4,1,0
28,5,1,3,1,2,1,1,5,4,1,0
52,8,1,5,1,2,1,1,5,4,1,1
45,5,3,1,1,1,1,1,5,4,1,0
31,5,1,4,1,1,1,1,5,4,1,0
28,5,2,4,1,2,1,1,5,4,1,0
34,5,1,4,0,1,2,1,5,4,1,0
48,5,1,2,0,2,2,1,5,4,1,0
33,3,1,4,1,2,1,1,5,4,1,0
38,3,2,6,1,1,1,1,5,4,1,0
37,10,3,2,1,1,1,1,5,4,1,0
36,2,1,2,0,1,1,1,5,4,1,0
30,8,1,4,1,2,1,1,5,4,1,0
59,11,1,6,0,2,1,1,5,4,1,0
40,5,1,3,0,2,1,1,5,4,1,0
60,7,1,6,0,2,1,1,5,4,1,0
36,3,2,6,1,1,1,1,5,4,1,0
50,2,1,2,1,2,1,1,5,4,1,0
38,2,1,2,1,2,1,1,5,4,1,0
42,2,1,2,1,2,1,1,5,4,1,0
37,6,2,6,1,2,1,1,5,4,1,0
28,2,1,2,1,1,1,1,5,4,1,0
32,2,1,2,1,2,1,1,5,4,1,0
49,3,3,2,1,2,1,1,5,4,1,0
32,5,1,2,0,1,1,1,5,4,1,0
44,5,1,5,1,1,1,1,5,4,1,0
34,0,1,1,0,2,1,1,5,4,1,0
40,7,1,5,1,1,1,1,5,4,1,0
42,3,1,2,1,2,1,1,5,4,1,0
31,6,2,5,1,2,1,1,5,4,1,0
25,3,1,0,1,1,1,1,5,4,1,0
54,6,1,1,1,1,1,1,5,4,1,0
35,2,1,2,0,2,1,1,5,4,1,0
49,5,1,4,0,1,1,1,5,4,1,0
34,3,2,6,1,2,1,1,5,4,1,0
53,6,1,5,1,2,2,1,5,4,1,0
27,6,2,5,1,2,1,1,5,4,1,0
57,8,3,2,1,1,1,1,5,4,1,0
32,5,1,4,1,1,1,1,5,4,1,0
38,5,2,1,1,0,0,1,5,4,1,0
39,3,1,2,1,2,1,1,5,4,1,0
36,5,1,4,1,2,1,1,5,4,1,0
38,5,2,2,1,1,1,1,5,4,1,0
50,2,1,5,0,1,2,1,5,4,1,0
28,2,2,2,1,2,2,1,5,4,1,0
26,6,1,5,1,2,1,1,5,4,1,0
34,5,1,3,0,1,2,1,5,4,1,0
53,6,1,0,1,2,1,1,5,4,1,0
45,3,3,4,1,1,1,1,5,4,1,0
50,5,1,4,1,2,1,1,5,4,1,0
46,3,3,6,1,2,1,1,5,4,1,0
35,5,1,2,1,2,1,1,5,4,1,0
34,5,1,4,1,2,1,1,5,4,1,0
35,6,2,6,1,2,1,1,5,4,1,0
58,7,1,5,0,1,1,1,5,4,1,0
34,5,1,4,1,1,2,1,5,4,1,0
24,9,2,6,1,1,2,1,5,4,1,0
26,2,2,4,1,2,2,1,5,4,1,0
38,11,1,6,0,1,1,1,5,4,1,0
39,5,1,4,0,2,1,1,5,4,1,0
52,6,1,5,0,2,1,1,5,4,1,0
52,3,3,6,1,1,1,1,5,4,1,0
37,5,1,5,1,1,1,1,5,4,1,0
37,5,1,1,0,1,1,1,5,4,1,0
29,5,1,2,0,1,1,1,5,4,1,0
37,6,1,6,1,2,1,1,5,4,1,0
36,9,2,1,0,2,1,1,5,4,1,0
39,2,1,2,0,2,1,1,5,4,1,0
43,3,1,2,1,1,2,1,5,4,1,0
30,10,1,4,1,1,1,1,5,4,1,1
29,6,1,5,1,1,1,1,5,4,1,0
34,6,2,5,1,1,2,1,5,4,1,0
51,8,3,6,1,1,1,1,5,4,1,0
48,8,3,6,1,2,1,1,5,4,1,0
46,3,2,2,0,2,1,1,5,4,1,0
37,5,2,4,1,2,1,1,5,4,1,0
42,6,2,2,1,1,1,1,5,4,1,0
40,5,1,3,1,1,2,1,5,4,1,0
37,3,1,0,1,2,1,1,5,4,1,0
30,5,1,4,1,1,2,1,5,4,1,0
46,10,1,6,1,2,1,1,5,4,1,0
47,5,1,1,0,0,0,1,5,4,1,0
60,7,3,1,0,2,1,1,5,4,1,0
31,2,1,2,1,1,1,1,5,4,1,0
43,3,1,2,1,1,1,1,5,4,1,0
38,3,1,6,1,1,1,1,5,4,1,0
57,8,2,4,1,2,1,1,5,4,1,0
43,5,1,1,0,1,1,1,5,4,1,0
55,6,1,3,1,2,1,1,5,4,1,0
48,3,3,2,1,1,1,1,5,4,1,0
41,6,1,5,1,1,1,1,5,4,1,0
30,6,1,2,1,2,1,1,5,4,1,0
38,6,1,5,0,2,1,1,5,4,1,0
32,3,2,2,1,2,1,1,5,4,1,0
42,8,1,3,0,2,1,1,5,4,1,0
34,6,1,5,1,2,1,1,5,4,1,0
35,5,1,1,0,1,1,1,5,4,1,0
45,3,1,6,0,2,1,1,5,4,1,0
35,3,1,4,1,1,1,1,5,4,1,0
41,3,3,2,1,1,1,1,5,4,1,0
34,8,1,6,1,2,1,1,5,4,1,0
53,1,1,3,1,0,0,1,5,4,1,0
57,11,1,6,1,2,1,1,5,4,1,0
55,7,1,2,1,2,1,1,5,4,1,0
52,5,1,1,1,2,1,1,5,4,1,0
30,5,3,4,1,1,1,1,5,4,1,0
41,3,2,6,1,1,1,1,5,4,1,0
44,3,1,0,1,1,1,1,5,4,1,0
37,5,1,4,1,1,1,1,5,4,1,0
31,3,1,2,1,1,1,1,5,4,1,0
30,3,1,6,1,2,1,1,5,4,1,0
24,5,2,4,1,1,1,1,5,4,1,0
31,5,2,2,1,1,2,1,5,4,1,0
38,5,1,1,1,2,1,1,5,4,1,0
25,11,2,2,1,2,1,1,5,4,1,0
39,8,3,6,1,2,1,1,5,4,1,0
46,0,1,1,0,1,1,1,5,4,1,0
42,3,1,6,0,1,1,1,5,4,1,0
33,3,2,6,1,2,1,1,5,4,1,0
28,8,1,6,1,1,1,1,5,4,1,0
40,5,1,3,1,2,1,1,5,4,1,0
33,3,3,2,1,2,1,1,5,4,1,0
48,5,3,1,0,1,1,1,5,4,1,0
41,3,1,4,1,1,1,1,5,4,1,0
37,5,1,4,0,1,1,1,5,4,1,0
39,8,1,6,1,1,1,1,5,4,1,0
28,10,2,4,1,2,1,1,5,4,1,0
55,3,1,2,0,1,1,1,5,4,1,0
50,3,1,2,0,1,1,1,5,4,1,0
31,11,1,3,1,2,1,1,5,4,1,0
40,6,1,5,0,2,1,1,5,4,1,0
40,6,1,5,0,2,1,1,5,4,1,0
32,5,2,2,1,2,1,1,5,4,1,0
39,3,1,6,1,2,2,1,5,4,1,0
50,3,1,2,1,2,1,1,5,4,1,0
35,5,1,1,0,2,1,1,5,4,1,0
50,2,2,1,1,2,1,1,5,4,1,0
24,5,2,4,1,2,1,1,5,4,1,0
45,6,1,5,1,2,1,1,5,4,1,0
56,6,1,6,0,2,1,1,5,4,1,0
33,9,2,6,1,2,1,1,5,4,1,0
43,3,1,2,1,1,1,1,5,4,1,0
40,5,1,0,1,1,1,1,5,4,1,0
42,1,2,1,0,2,1,1,5,4,1,0
43,5,1,1,0,2,1,1,5,4,1,0
45,3,1,4,1,2,1,1,5,4,1,0
47,2,1,6,1,2,1,1,5,4,1,0
50,3,2,6,1,1,1,1,5,4,1,0
40,5,1,3,1,2,1,1,5,4,1,0
52,2,1,2,1,1,1,1,5,4,1,0
28,3,2,2,1,1,1,1,5,4,1,0
45,5,1,3,0,1,1,1,5,4,1,1
38,9,3,2,1,1,1,1,5,4,1,0
54,7,1,4,0,1,1,1,5,4,1,0
51,6,1,4,1,2,1,1,5,4,1,0
29,3,1,4,1,2,1,1,5,4,1,0
35,3,1,6,1,1,1,1,5,4,1,0
57,7,1,0,0,1,1,1,5,4,1,0
37,6,2,6,1,2,1,1,5,4,1,0
39,2,1,2,1,1,1,1,5,4,1,0
29,1,1,6,1,1,1,1,5,4,1,0
56,3,3,2,1,2,1,1,5,4,1,0
41,2,1,2,1,1,1,1,5,4,1,0
36,5,1,4,0,2,1,1,5,4,1,0
39,2,2,2,0,2,1,1,5,4,1,0
50,10,0,3,1,1,1,1,5,4,1,0
52,8,3,6,1,2,1,1,5,4,1,0
34,2,1,2,0,1,1,1,5,4,1,0
30,11,2,2,1,1,1,1,5,4,1,0
39,3,1,6,1,1,1,1,5,4,1,0
35,3,2,5,0,2,1,1,5,4,1,0
35,5,1,0,1,2,1,1,5,4,1,0
52,10,1,4,0,2,1,1,5,4,1,0
53,2,3,6,1,2,1,1,5,4,1,0
25,6,2,6,1,0,0,1,5,4,1,0
27,3,3,2,1,2,1,1,5,4,1,0
30,2,1,6,1,1,1,1,5,4,1,0
29,5,1,2,1,2,1,1,5,4,1,0
35,5,1,4,1,1,1,1,5,4,1,0
39,6,1,5,1,1,1,1,5,4,1,0
28,3,2,2,1,2,1,1,5,4,1,0
40,5,1,2,0,1,1,1,5,4,1,0
53,11,2,4,1,1,1,1,5,4,1,0
32,5,1,4,1,1,1,1,5,4,1,0
36,5,1,3,0,2,1,1,5,4,1,0
29,2,3,2,1,2,1,1,5,4,1,0
34,5,1,4,1,2,1,1,5,4,1,0
35,5,1,2,1,1,2,1,5,4,1,0
45,3,2,5,1,1,1,1,5,4,1,0
54,7,1,1,0,1,1,1,5,4,1,0
59,7,3,1,1,1,1,1,5,4,1,0
26,5,2,4,1,2,1,1,5,4,1,0
50,3,1,6,1,1,2,1,5,4,1,0
48,3,2,3,0,2,1,1,5,4,1,0
33,8,1,6,0,2,1,1,5,4,1,0
34,2,2,4,0,2,2,1,5,4,1,0
45,0,1,0,0,1,1,1,5,5,1,0
29,5,2,2,0,2,1,1,5,5,1,0
51,7,1,5,1,2,2,1,5,5,1,0
39,1,1,1,0,1,1,1,5,5,1,0
25,6,1,2,1,2,1,1,5,5,1,0
36,3,1,2,0,2,1,1,5,5,1,0
46,3,3,6,0,2,1,1,5,5,1,0
39,5,1,4,0,2,1,1,5,5,1,0
40,2,2,2,0,1,1,1,5,5,1,0
29,2,1,2,1,2,1,1,5,5,1,0
35,2,1,2,1,1,1,1,5,5,1,0
50,8,2,6,1,0,0,1,5,5,1,0
32,5,1,1,0,2,1,1,5,5,1,0
49,2,3,2,1,1,1,1,5,5,1,0
39,5,2,1,0,0,0,1,5,5,1,0
56,2,1,2,0,1,1,1,5,5,1,0
33,2,3,2,1,1,1,1,5,5,1,0
47,3,1,6,0,1,1,1,5,5,1,0
32,8,1,6,1,2,1,1,5,5,1,0
53,0,1,2,0,1,1,1,5,5,1,0
38,6,2,2,1,1,1,1,5,5,1,0
41,6,2,6,0,1,1,1,5,5,1,0
45,3,1,2,1,1,1,1,5,5,1,0
42,6,2,2,0,2,1,1,5,5,1,0
37,5,2,2,1,1,1,1,5,5,1,0
29,3,2,4,0,2,1,1,5,5,1,0
52,3,3,6,1,2,1,1,5,5,1,1
47,3,1,6,1,2,1,1,5,5,1,0
46,3,1,0,1,1,1,1,5,5,1,0
45,5,3,4,1,2,1,1,5,5,1,0
35,3,2,2,1,2,1,1,5,5,1,0
33,5,1,4,0,2,1,1,5,5,1,0
31,8,3,3,1,1,1,1,5,5,1,0
35,5,1,4,1,1,1,1,5,5,1,0
32,5,3,4,1,1,1,1,5,5,1,0
33,6,2,6,1,1,2,1,5,5,1,0
39,6,1,3,1,2,1,1,5,5,1,0
37,5,3,4,0,1,1,1,5,5,1,0
49,5,1,4,1,2,1,1,5,5,1,0
45,5,1,1,0,2,1,1,5,5,1,0
30,8,2,6,1,1,1,1,5,5,1,0
38,5,2,4,0,2,1,1,5,5,1,0
37,1,1,2,1,1,1,1,5,5,1,0
52,2,3,2,0,2,1,1,5,5,1,0
38,6,2,5,0,1,1,1,5,5,1,0
52,11,1,4,0,2,1,1,5,5,1,0
42,5,3,1,1,2,2,1,5,5,1,0
57,3,3,4,1,1,1,1,5,5,1,0
57,8,3,2,1,2,1,1,5,5,1,0
45,5,3,1,1,1,1,1,5,5,1,0
34,3,2,2,1,2,1,1,5,5,1,0
37,3,3,6,1,0,0,1,5,5,1,0
39,5,2,5,0,1,1,1,5,5,1,0
39,10,1,1,0,2,1,1,5,5,1,0
35,2,1,2,1,1,1,1,5,5,1,0
50,2,1,2,1,2,1,1,5,5,1,0
56,7,1,1,1,1,1,1,5,5,1,0
38,5,1,3,1,1,1,1,5,5,1,0
56,7,1,6,1,2,1,1,5,5,1,0
34,5,2,4,0,1,1,1,5,5,1,1
49,5,2,1,1,2,1,1,5,5,1,0
40,3,2,2,0,1,1,1,5,5,1,0
41,11,2,1,1,1,1,1,5,5,1,0
32,3,2,6,1,1,1,1,5,5,1,0
43,5,2,4,1,2,1,1,5,5,1,0
53,6,1,5,1,2,1,1,5,5,1,0
31,3,1,2,1,1,1,1,5,5,1,0
31,6,2,6,1,2,1,1,5,5,1,0
33,2,1,2,1,1,1,1,5,5,1,0
43,5,1,4,1,2,1,1,5,5,1,0
34,5,1,3,0,2,1,1,5,5,1,0
32,5,1,3,1,1,1,1,5,5,1,0
46,5,1,1,0,2,2,1,5,5,1,0
30,6,1,5,1,2,2,1,5,5,1,0
53,5,1,4,1,2,1,1,5,5,1,0
36,3,3,6,1,2,1,1,5,5,1,0
33,5,1,4,1,2,1,1,5,5,1,0
35,5,1,3,1,1,1,1,5,5,1,0
33,2,1,4,0,2,1,1,5,5,1,0
36,5,2,2,1,2,1,1,5,5,1,0
41,2,1,2,1,2,1,1,5,5,1,0
59,6,3,5,1,1,1,1,5,5,1,0
33,6,1,4,1,1,1,1,5,5,1,0
59,1,1,1,1,2,1,1,5,5,1,0
35,8,1,5,1,2,2,1,5,5,1,0
60,6,3,5,0,1,1,1,5,5,1,0
35,8,1,5,1,1,1,1,5,5,1,0
35,5,3,1,0,1,1,1,5,5,1,0
59,7,1,1,0,2,2,1,5,5,1,0
25,10,2,6,1,1,1,1,5,5,1,0
27,3,2,6,1,2,1,1,5,5,1,0
37,5,2,4,1,1,1,1,5,5,1,0
34,6,1,6,1,1,1,1,5,5,1,0
34,6,1,6,1,1,2,1,5,5,1,0
33,10,1,6,1,2,2,1,5,5,1,0
34,6,1,6,1,2,1,1,5,5,1,0
43,6,2,5,1,1,1,1,5,5,1,0
41,8,1,2,1,1,1,1,5,5,1,0
26,3,2,2,1,1,1,1,5,5,1,0
37,5,1,5,0,2,1,1,5,5,1,0
58,0,1,1,1,2,1,1,5,5,1,0
26,5,2,2,1,2,1,1,5,5,1,0
30,5,3,4,1,2,1,1,5,5,1,0
43,11,3,2,1,2,1,1,5,5,1,0
37,10,2,6,0,2,1,1,5,5,1,0
45,2,1,2,0,2,1,1,5,5,1,0
34,6,2,5,1,1,1,1,5,5,1,0
35,3,2,6,1,1,1,1,5,5,1,0
56,6,1,4,1,2,1,1,5,5,1,0
34,3,2,2,1,2,1,1,5,5,1,0
34,3,2,2,1,1,2,1,5,5,1,0
47,3,1,2,1,1,2,1,5,5,1,0
34,3,3,6,1,1,1,1,5,5,1,0
57,5,3,4,1,2,1,1,5,5,1,1
45,5,1,1,0,1,1,1,5,5,1,0
30,2,1,2,1,1,1,1,5,5,1,0
32,6,2,6,1,1,1,1,5,5,1,0
34,5,2,6,1,2,2,1,5,5,1,0
34,5,2,6,1,1,1,1,5,5,1,0
52,3,1,2,0,2,1,1,5,5,1,0
43,2,1,2,0,1,1,1,5,5,1,0
42,9,1,4,1,1,1,1,5,5,1,0
42,3,2,6,0,2,2,1,5,5,1,0
38,6,3,4,1,1,1,1,5,5,1,0
34,5,1,4,1,2,2,1,5,5,1,1
29,6,1,6,1,1,1,1,5,5,1,0
47,3,1,4,1,2,1,1,5,5,1,0
36,5,1,1,0,2,1,1,5,5,1,0
51,3,3,6,1,2,1,1,5,5,1,0
41,5,2,2,1,2,1,1,5,5,1,0
33,3,1,2,1,1,1,1,5,5,1,0
38,3,1,6,1,2,2,1,5,5,1,0
33,3,1,2,1,1,2,1,5,5,1,0
36,5,1,5,0,2,2,1,5,5,1,0
33,5,2,2,1,2,1,1,5,5,1,0
36,3,1,2,1,1,1,1,5,5,1,0
44,5,3,4,1,2,1,1,5,5,1,0
44,3,1,6,1,2,2,1,5,5,1,0
31,2,1,2,1,2,1,1,5,5,1,0
45,2,2,2,1,2,1,1,5,5,1,0
48,3,3,2,1,2,1,1,5,5,1,0
25,8,2,6,1,2,1,1,5,5,1,0
37,10,1,5,1,2,2,1,5,5,1,0
27,2,2,2,1,2,1,1,5,5,1,0
35,5,1,3,0,1,1,1,5,5,1,0
34,2,1,2,1,1,1,1,5,5,1,0
36,2,1,4,0,2,1,1,5,5,1,0
38,5,2,4,1,2,1,1,5,5,1,0
46,5,1,1,1,1,1,1,5,5,1,0
42,6,1,5,1,1,2,1,5,5,1,0
42,5,1,4,1,2,1,1,5,5,1,0
39,5,1,3,0,1,1,1,5,5,1,0
38,3,1,2,0,1,1,1,5,5,1,0
31,5,1,3,1,1,1,1,5,5,1,0
28,10,1,5,1,2,1,1,5,5,1,0
29,3,2,6,1,2,1,1,5,5,1,0
32,6,2,2,1,2,1,1,5,5,1,0
39,3,1,5,1,2,2,1,5,5,1,0
34,3,2,2,1,2,1,1,5,5,1,0
27,5,1,4,1,1,2,1,5,5,1,0
27,5,1,4,1,1,1,1,5,5,1,0
30,6,3,4,1,2,1,1,5,5,1,0
36,2,1,2,0,1,1,1,5,5,1,0
39,5,1,1,1,2,1,1,5,5,1,0
37,5,2,4,1,1,1,1,5,5,1,0
31,5,2,2,1,1,1,1,5,5,1,0
56,6,1,1,0,1,2,1,5,5,1,0
49,5,1,4,0,2,1,1,5,5,1,0
20,11,2,2,1,1,2,1,5,5,1,0
53,6,3,6,1,2,1,1,5,5,1,0
40,5,2,4,1,1,2,1,5,5,1,0
30,5,1,3,1,1,1,1,5,5,1,0
50,1,1,4,0,0,0,1,5,5,1,0
30,2,1,4,1,2,1,1,5,5,1,0
41,2,3,4,1,2,1,1,5,5,1,0
53,6,3,6,1,2,1,1,5,5,1,0
36,3,2,6,1,2,1,1,5,5,1,0
39,5,2,1,0,1,1,1,5,5,1,0
40,3,1,6,1,2,1,1,5,5,1,1
56,5,1,4,0,1,1,1,5,5,1,0
39,3,1,2,1,1,1,1,5,5,1,0
40,3,2,2,1,2,1,1,5,5,1,0
33,5,1,3,1,2,1,1,5,5,1,0
47,5,1,1,0,2,1,1,5,5,1,0
29,3,2,2,1,2,1,1,5,5,1,0
55,3,1,2,1,2,1,1,5,5,1,0
38,3,2,6,1,2,1,1,5,5,1,0
43,1,1,1,0,2,2,1,5,5,1,0
35,6,2,6,1,2,1,1,5,5,1,0
33,5,1,3,1,2,1,1,5,5,1,0
28,3,1,3,1,1,1,1,5,5,1,0
34,3,1,6,1,1,1,1,5,5,1,0
30,5,2,4,1,1,1,1,5,5,1,0
27,5,2,4,1,2,1,1,5,5,1,0
35,6,1,6,0,1,1,1,5,5,1,0
42,11,1,2,1,2,1,1,5,5,1,0
30,5,1,0,1,1,1,1,5,5,1,0
31,2,2,2,0,2,1,1,5,5,1,0
50,2,1,1,0,2,1,1,5,5,1,1
33,5,1,3,1,1,1,1,5,5,1,1
55,7,1,2,1,1,1,1,5,5,1,0
35,8,1,4,1,2,2,1,5,5,1,0
25,11,2,6,1,2,1,1,5,5,1,0
47,5,1,1,0,2,1,1,5,5,1,0
49,1,1,1,0,1,1,1,5,5,1,0
27,6,1,2,1,1,1,1,5,5,1,0
50,8,1,6,1,2,1,1,5,5,1,0
48,11,1,6,1,1,1,1,5,5,1,0
35,11,1,2,1,1,1,1,5,5,1,0
30,6,2,2,1,1,1,1,5,5,1,0
31,5,1,3,1,1,1,1,5,5,1,0
49,8,3,6,1,1,1,1,5,5,1,0
43,5,1,4,1,1,1,1,5,5,1,0
39,5,1,4,0,1,1,1,5,5,1,0
35,6,1,6,0,1,1,1,5,5,1,0
32,5,1,4,0,0,0,1,5,5,1,0
36,8,2,6,1,2,1,1,5,5,1,0
31,11,2,4,1,1,1,1,5,5,1,0
35,7,1,5,1,1,1,1,5,5,1,0
56,7,1,3,1,2,1,1,5,5,1,0
37,8,1,6,1,1,1,1,5,5,1,0
38,3,1,5,1,1,1,1,5,5,1,0
25,9,2,2,0,1,1,1,5,5,1,1
35,5,1,0,1,1,1,1,5,5,1,0
25,5,1,4,1,1,1,1,5,5,1,0
27,3,2,0,1,2,1,1,5,5,1,0
57,1,3,1,0,2,1,1,5,5,1,0
35,5,1,1,0,1,1,1,5,5,1,0
49,2,1,2,0,2,1,1,5,5,1,0
46,5,1,0,1,1,1,1,5,5,1,0
32,5,1,3,1,2,1,1,5,5,1,0
48,3,2,2,1,2,1,1,5,5,1,0
30,6,2,6,0,1,1,1,5,5,1,0
30,6,1,6,1,2,1,1,5,5,1,0
49,7,1,1,1,1,1,1,5,5,1,0
50,5,1,3,0,1,1,1,5,5,1,0
